	Gene > Systematic Name	Gene > Phenotypes > Mutant Type	Gene > Phenotypes > Strain Background	Gene > Phenotypes > Experiment Type	Gene > Phenotypes > Observable	Gene > Phenotypes > Qualifier	Gene > Phenotypes > Chemical	Gene > Phenotypes > Condition	Gene > Phenotypes > Details
97184	YLR399C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
97680	YLR417W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
97821	YLR418C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
97995	YLR423C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
98853	YML001W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
99461	YML012C-A		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
101392	YML094W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
101948	YML112W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
102906	YMR016C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
103002	YMR021C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
104230	YMR067C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
104537	YMR077C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
105395	YMR116C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
112243	YNL080C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
113753	YNL139C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
115478	YNL224C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
115764	YNL229C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
116050	YNL237W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
117893	YNL307C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
118174	YNL322C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
118802	YNR006W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
120027	YNR052C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
121797	YOL050C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
126032	YOR069W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
126660	YOR089C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
127733	YOR139C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
128925	YOR198C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
133827	YPL031C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
134223	YPL045W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
136805	YPL129W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
138288	YPL181W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
138321	YPL182C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
139494	YPL234C		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
140176	YPL265W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
141258	YPR043W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
143408	YPR135W		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
145120	YCR020W-B		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
145748	YOR298C-A		S288c	homozygous diploid, systematic mutation set	resistance to chemicals	decreased	0.18 ug/ml cycloheximide	 	moderate growth defect
6273	YBR068C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
6485	YBR077C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
10601	YBR245C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
17270	YEL031W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
20414	YER086W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
23437	YHL025W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
23579	YHL028W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
40892	YFL055W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
49531	YDR007W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
52459	YDR127W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
57155	YDR312W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
60639	YDR442W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
67113	YGL148W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
67831	YGL173C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
107535	YMR202W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
110381	YMR326C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
116942	YNL273W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
124744	YOR026W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
134117	YPL042C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
141702	YPR060C		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
142276	YPR087W		S288c	systematic mutation set	resistance to chemicals	decreased	0.18 mg/ml eugenol	 	greater than 70% reduction in colony size
1182	YAL035W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
3077	YBL038W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
3171	YBL044W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
3204	YBL045C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
3444	YBL052C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
3466	YBL053W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
3607	YBL058W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
4482	YBL090W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
4631	YBL094C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
9195	YBR177C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
9628	YBR194W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
11078	YBR267W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
11132	YBR268W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
15626	YCR071C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
17817	YEL046C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
17954	YEL050C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
20117	YER074W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
20316	YER083C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
20583	YER090W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
21462	YER131W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
23185	YHL019C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
23436	YHL025W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
23927	YHL041W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
24759	YHR022C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
24825	YHR025W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
25385	YHR037W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
26086	YHR067W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
26567	YHR092C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
33768	YKL006W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
36254	YKL118W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
36378	YKL119C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
37456	YKL169C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
39368	YKR024C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
42567	YFR032C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
49580	YDR008C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
51302	YDR078C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
52458	YDR127W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
53253	YDR154C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
53441	YDR159W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
53918	YDR176W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
54075	YDR185C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
54271	YDR195W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
54408	YDR200C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
54783	YDR215C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
54925	YDR223W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
54957	YDR225W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
55042	YDR226W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
55087	YDR227W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
56724	YDR295C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
56894	YDR298C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
57398	YDR320C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
60377	YDR432W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
64832	YGL054C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
65793	YGL084C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
68894	YGL220W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
68924	YGL222C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
69449	YGL246C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
69923	YGR017W		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
70028	YGR020C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
70309	YGR036C		S288c	systematic mutation set	resistance to chemicals	decreased	0.156 mM pentachlorophenol	 	
