,index,HMDB,INCHIKEY,Name,Chemical Formula,m/z,Adduct Type,CCS Value (Å²),Reference,CCS Type,Data Source / Predictor
5969,YMDB00711,HMDB01059,CIPFCGZLFXVXBG-CNWJWELYSA-N,"myo-Inositol 1,3,4,5-tetrakisphosphate",C6H16O18P4,522.917927756,[M+Na]+,178.8,30932474.0,Predicted,DeepCCS
5970,YMDB00711,HMDB01059,CIPFCGZLFXVXBG-CNWJWELYSA-N,"myo-Inositol 1,3,4,5-tetrakisphosphate",C6H16O18P4,500.935985756,[M+H]+,194.7,32859911.0,Predicted,AllCCS
5971,YMDB00711,HMDB01059,CIPFCGZLFXVXBG-CNWJWELYSA-N,"myo-Inositol 1,3,4,5-tetrakisphosphate",C6H16O18P4,482.925420756,[M+H-H2O]+,192.8,32859911.0,Predicted,AllCCS
5972,YMDB00711,HMDB01059,CIPFCGZLFXVXBG-CNWJWELYSA-N,"myo-Inositol 1,3,4,5-tetrakisphosphate",C6H16O18P4,517.962532756,[M+NH4]+,196.4,32859911.0,Predicted,AllCCS
5973,YMDB00711,HMDB01059,CIPFCGZLFXVXBG-CNWJWELYSA-N,"myo-Inositol 1,3,4,5-tetrakisphosphate",C6H16O18P4,522.917927756,[M+Na]+,196.9,32859911.0,Predicted,AllCCS
5974,YMDB00711,HMDB01059,CIPFCGZLFXVXBG-CNWJWELYSA-N,"myo-Inositol 1,3,4,5-tetrakisphosphate",C6H16O18P4,498.921433756,[M-H]-,178.6,32859911.0,Predicted,AllCCS
5975,YMDB00711,HMDB01059,CIPFCGZLFXVXBG-CNWJWELYSA-N,"myo-Inositol 1,3,4,5-tetrakisphosphate",C6H16O18P4,520.903375756,[M+Na-2H]-,178.8,32859911.0,Predicted,AllCCS
5976,YMDB00711,HMDB01059,CIPFCGZLFXVXBG-CNWJWELYSA-N,"myo-Inositol 1,3,4,5-tetrakisphosphate",C6H16O18P4,544.926910756,[M+HCOO]-,179.2,32859911.0,Predicted,AllCCS
5979,YMDB00714,HMDB02985,INAPMGSXUVUWAF-UOTPTPDRSA-N,myo-Inositol 1-phosphate,C6H13O9P,261.036994997,[M+H]+,150.0,30932474.0,Predicted,DeepCCS
5980,YMDB00714,HMDB02985,INAPMGSXUVUWAF-UOTPTPDRSA-N,myo-Inositol 1-phosphate,C6H13O9P,259.022442997,[M-H]-,147.6,30932474.0,Predicted,DeepCCS
5981,YMDB00714,HMDB02985,INAPMGSXUVUWAF-UOTPTPDRSA-N,myo-Inositol 1-phosphate,C6H13O9P,129.5112214985,[M-2H]-,182.0,30932474.0,Predicted,DeepCCS
5982,YMDB00714,HMDB02985,INAPMGSXUVUWAF-UOTPTPDRSA-N,myo-Inositol 1-phosphate,C6H13O9P,283.018936997,[M+Na]+,156.4,30932474.0,Predicted,DeepCCS
5983,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,261.036994526,[M+H]+,156.5,31661259.0,Predicted,DarkChem
5984,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,259.022442526,[M-H]-,153.9,31661259.0,Predicted,DarkChem
5985,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,261.036994526,[M+H]+,149.5,30932474.0,Predicted,DeepCCS
5986,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,259.022442526,[M-H]-,147.1,30932474.0,Predicted,DeepCCS
5987,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,129.511221263,[M-2H]-,181.6,30932474.0,Predicted,DeepCCS
5988,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,283.018936526,[M+Na]+,156.0,30932474.0,Predicted,DeepCCS
5989,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,261.036994526,[M+H]+,157.3,32859911.0,Predicted,AllCCS
5990,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,243.026429526,[M+H-H2O]+,153.8,32859911.0,Predicted,AllCCS
5991,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,278.063541526,[M+NH4]+,160.5,32859911.0,Predicted,AllCCS
5992,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,283.018936526,[M+Na]+,161.5,32859911.0,Predicted,AllCCS
5993,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,259.022442526,[M-H]-,145.4,32859911.0,Predicted,AllCCS
5994,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,281.004384526,[M+Na-2H]-,145.6,32859911.0,Predicted,AllCCS
5995,YMDB00715,HMDB06814,INAPMGSXUVUWAF-PTQMNWPWSA-N,D-myo-Inositol 3-phosphate,C6H13O9P,305.027919526,[M+HCOO]-,146.0,32859911.0,Predicted,AllCCS
5996,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,131.03388468,[M+H]+,127.6,31661259.0,Predicted,DarkChem
5997,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,129.01933268000002,[M-H]-,120.7,31661259.0,Predicted,DarkChem
5998,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,131.03388468,[M+H]+,123.9,30932474.0,Predicted,DeepCCS
5999,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,129.01933268000002,[M-H]-,120.8,30932474.0,Predicted,DeepCCS
6000,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,64.50966634000001,[M-2H]-,157.6,30932474.0,Predicted,DeepCCS
6001,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,153.01582668,[M+Na]+,132.6,30932474.0,Predicted,DeepCCS
6002,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,131.03388468,[M+H]+,130.7,32859911.0,Predicted,AllCCS
6003,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,113.02331968,[M+H-H2O]+,126.5,32859911.0,Predicted,AllCCS
6004,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,148.06043168000002,[M+NH4]+,134.6,32859911.0,Predicted,AllCCS
6005,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,153.01582668,[M+Na]+,135.7,32859911.0,Predicted,AllCCS
6006,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,129.01933268000002,[M-H]-,123.5,32859911.0,Predicted,AllCCS
6007,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,151.00127468,[M+Na-2H]-,126.1,32859911.0,Predicted,AllCCS
6008,YMDB00716,HMDB02092,LVHBHZANLOWSRM-UHFFFAOYSA-N,Itaconic acid,C5H6O4,175.02480968,[M+HCOO]-,129.1,32859911.0,Predicted,AllCCS
6010,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,130.049869095,[M+H]+,127.4,31661259.0,Predicted,DarkChem
6011,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,128.035317095,[M-H]-,123.4,31661259.0,Predicted,DarkChem
6012,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,130.049869095,[M+H]+,128.8,32859911.0,Predicted,AllCCS
6013,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,128.035317095,[M-H]-,121.8,32859911.0,Predicted,AllCCS
6014,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,130.049869095,[M+H]+,123.7,30932474.0,Predicted,DeepCCS
6015,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,128.035317095,[M-H]-,120.9,30932474.0,Predicted,DeepCCS
6016,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,64.0176585475,[M-2H]-,157.4,30932474.0,Predicted,DeepCCS
6017,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,152.031811095,[M+Na]+,132.2,30932474.0,Predicted,DeepCCS
6019,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,112.039304095,[M+H-H2O]+,124.1,32859911.0,Predicted,AllCCS
6020,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,147.076416095,[M+NH4]+,133.2,32859911.0,Predicted,AllCCS
6021,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,152.031811095,[M+Na]+,134.4,32859911.0,Predicted,AllCCS
6023,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,150.017259095,[M+Na-2H]-,123.8,32859911.0,Predicted,AllCCS
6024,YMDB00718,HMDB0001369,WFOFKRKDDKGRIK-UHFFFAOYSA-N,Pyrroline hydroxycarboxylic acid,C5H7NO3,174.040794095,[M+HCOO]-,126.1,32859911.0,Predicted,AllCCS
6025,YMDB00719,HMDB0002273,HBDWQSHEVMSFGY-STHAYSLISA-N,4-Hydroxy-L-glutamic acid,C5H9NO5,164.05534840299998,[M+H]+,132.4,30932474.0,Predicted,DeepCCS
6026,YMDB00719,HMDB0002273,HBDWQSHEVMSFGY-STHAYSLISA-N,4-Hydroxy-L-glutamic acid,C5H9NO5,162.040796403,[M-H]-,130.0,30932474.0,Predicted,DeepCCS
6027,YMDB00719,HMDB0002273,HBDWQSHEVMSFGY-STHAYSLISA-N,4-Hydroxy-L-glutamic acid,C5H9NO5,81.0203982015,[M-2H]-,165.1,30932474.0,Predicted,DeepCCS
6028,YMDB00719,HMDB0002273,HBDWQSHEVMSFGY-STHAYSLISA-N,4-Hydroxy-L-glutamic acid,C5H9NO5,186.037290403,[M+Na]+,139.8,30932474.0,Predicted,DeepCCS
6029,YMDB00719,HMDB0002273,HBDWQSHEVMSFGY-STHAYSLISA-N,4-Hydroxy-L-glutamic acid,C5H9NO5,164.05534840299998,[M+H]+,136.6,32859911.0,Predicted,AllCCS
6030,YMDB00719,HMDB0002273,HBDWQSHEVMSFGY-STHAYSLISA-N,4-Hydroxy-L-glutamic acid,C5H9NO5,146.044783403,[M+H-H2O]+,132.7,32859911.0,Predicted,AllCCS
6031,YMDB00719,HMDB0002273,HBDWQSHEVMSFGY-STHAYSLISA-N,4-Hydroxy-L-glutamic acid,C5H9NO5,181.081895403,[M+NH4]+,140.3,32859911.0,Predicted,AllCCS
6032,YMDB00719,HMDB0002273,HBDWQSHEVMSFGY-STHAYSLISA-N,4-Hydroxy-L-glutamic acid,C5H9NO5,186.037290403,[M+Na]+,141.3,32859911.0,Predicted,AllCCS
6033,YMDB00719,HMDB0002273,HBDWQSHEVMSFGY-STHAYSLISA-N,4-Hydroxy-L-glutamic acid,C5H9NO5,162.040796403,[M-H]-,126.9,32859911.0,Predicted,AllCCS
6034,YMDB00719,HMDB0002273,HBDWQSHEVMSFGY-STHAYSLISA-N,4-Hydroxy-L-glutamic acid,C5H9NO5,184.022738403,[M+Na-2H]-,128.6,32859911.0,Predicted,AllCCS
6035,YMDB00719,HMDB0002273,HBDWQSHEVMSFGY-STHAYSLISA-N,4-Hydroxy-L-glutamic acid,C5H9NO5,208.046273403,[M+HCOO]-,130.5,32859911.0,Predicted,AllCCS
6036,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,148.060433781,[M+H]+,134.9,31661259.0,Predicted,DarkChem
6037,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,146.04588178100002,[M-H]-,132.2,31661259.0,Predicted,DarkChem
6038,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,148.060433781,[M+H]+,131.6,30932474.0,Predicted,DeepCCS
6039,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,146.04588178100002,[M-H]-,128.8,30932474.0,Predicted,DeepCCS
6040,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,73.02294089050001,[M-2H]-,164.9,30932474.0,Predicted,DeepCCS
6041,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,170.042375781,[M+Na]+,140.3,30932474.0,Predicted,DeepCCS
6042,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,148.060433781,[M+H]+,133.8,32859911.0,Predicted,AllCCS
6043,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,130.049868781,[M+H-H2O]+,129.7,32859911.0,Predicted,AllCCS
6044,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,165.08698078100002,[M+NH4]+,137.5,32859911.0,Predicted,AllCCS
6045,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,170.042375781,[M+Na]+,138.6,32859911.0,Predicted,AllCCS
6046,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,146.04588178100002,[M-H]-,124.8,32859911.0,Predicted,AllCCS
6047,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,168.027823781,[M+Na-2H]-,126.9,32859911.0,Predicted,AllCCS
6048,YMDB00720,HMDB06556,XCXUZPXOFFRGGP-DMTCNVIQSA-N,L-4-Hydroxyglutamate semialdehyde,C5H9NO4,192.051358781,[M+HCOO]-,129.3,32859911.0,Predicted,AllCCS
6049,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,146.081169223,[M+H]+,132.3,31661259.0,Predicted,DarkChem
6050,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,144.066617223,[M-H]-,129.6,31661259.0,Predicted,DarkChem
6051,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,146.081169223,[M+H]+,133.6,32859911.0,Predicted,AllCCS
6052,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,144.066617223,[M-H]-,129.1,32859911.0,Predicted,AllCCS
6053,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,146.081169223,[M+H]+,130.1,30932474.0,Predicted,DeepCCS
6054,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,144.066617223,[M-H]-,126.2,30932474.0,Predicted,DeepCCS
6055,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,72.0333086115,[M-2H]-,163.5,30932474.0,Predicted,DeepCCS
6056,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,168.063111223,[M+Na]+,138.8,30932474.0,Predicted,DeepCCS
6058,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,128.070604223,[M+H-H2O]+,129.6,32859911.0,Predicted,AllCCS
6059,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,163.107716223,[M+NH4]+,137.3,32859911.0,Predicted,AllCCS
6060,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,168.063111223,[M+Na]+,138.4,32859911.0,Predicted,AllCCS
6062,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,166.04855922299998,[M+Na-2H]-,131.3,32859911.0,Predicted,AllCCS
6063,YMDB00721,HMDB01263,GFXYTQPNNXGICT-YFKPBYRVSA-N,Allysine,C6H11NO3,190.072094223,[M+HCOO]-,133.7,32859911.0,Predicted,AllCCS
6064,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,163.023713924,[M+H]+,135.9,31661259.0,Predicted,DarkChem
6065,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,161.009161924,[M-H]-,130.7,31661259.0,Predicted,DarkChem
6066,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,163.023713924,[M+H]+,126.0,30932474.0,Predicted,DeepCCS
6067,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,161.009161924,[M-H]-,122.2,30932474.0,Predicted,DeepCCS
6068,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,80.504580962,[M-2H]-,159.7,30932474.0,Predicted,DeepCCS
6069,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,185.005655924,[M+Na]+,135.1,30932474.0,Predicted,DeepCCS
6070,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,163.023713924,[M+H]+,136.0,32859911.0,Predicted,AllCCS
6071,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,145.013148924,[M+H-H2O]+,132.0,32859911.0,Predicted,AllCCS
6072,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,180.050260924,[M+NH4]+,139.6,32859911.0,Predicted,AllCCS
6073,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,185.005655924,[M+Na]+,140.7,32859911.0,Predicted,AllCCS
6074,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,161.009161924,[M-H]-,126.6,32859911.0,Predicted,AllCCS
6075,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,182.991103924,[M+Na-2H]-,128.3,32859911.0,Predicted,AllCCS
6076,YMDB00722,HMDB02070,WXSKVKPSMAHCSG-UHFFFAOYSA-N,4-Hydroxy-2-oxoglutaric acid,C5H6O6,207.014638924,[M+HCOO]-,130.3,32859911.0,Predicted,AllCCS
6077,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,132.065519159,[M+H]+,128.8,31661259.0,Predicted,DarkChem
6078,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,130.050967159,[M-H]-,122.0,31661259.0,Predicted,DarkChem
6079,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,132.065519159,[M+H]+,129.3,32859911.0,Predicted,AllCCS
6080,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,130.050967159,[M-H]-,123.0,32859911.0,Predicted,AllCCS
6081,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,132.065519159,[M+H]+,125.4,30932474.0,Predicted,DeepCCS
6082,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,130.050967159,[M-H]-,121.7,30932474.0,Predicted,DeepCCS
6083,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,65.0254835795,[M-2H]-,159.1,30932474.0,Predicted,DeepCCS
6084,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,154.047461159,[M+Na]+,134.5,30932474.0,Predicted,DeepCCS
6086,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,114.054954159,[M+H-H2O]+,124.7,32859911.0,Predicted,AllCCS
6087,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,149.092066159,[M+NH4]+,133.5,32859911.0,Predicted,AllCCS
6088,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,154.047461159,[M+Na]+,134.7,32859911.0,Predicted,AllCCS
6090,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,152.03290915899998,[M+Na-2H]-,125.1,32859911.0,Predicted,AllCCS
6091,YMDB00723,HMDB00725,PMMYEEVYMWASQN-DMTCNVIQSA-N,4-Hydroxyproline,C5H9NO3,176.056444159,[M+HCOO]-,127.4,32859911.0,Predicted,AllCCS
6095,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,427.393442222,[M+H]+,205.8,31661259.0,Predicted,DarkChem
6096,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,425.378890222,[M-H]-,200.4,31661259.0,Predicted,DarkChem
6097,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,427.393442222,[M+H]+,222.3,32859911.0,Predicted,AllCCS
6098,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,425.378890222,[M-H]-,208.1,32859911.0,Predicted,AllCCS
6099,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,427.393442222,[M+H]+,221.3,30932474.0,Predicted,DeepCCS
6100,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,425.378890222,[M-H]-,218.9,30932474.0,Predicted,DeepCCS
6101,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,212.689445111,[M-2H]-,251.8,30932474.0,Predicted,DeepCCS
6102,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,449.375384222,[M+Na]+,227.4,30932474.0,Predicted,DeepCCS
6104,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,409.382877222,[M+H-H2O]+,220.2,32859911.0,Predicted,AllCCS
6105,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,444.419989222,[M+NH4]+,224.1,32859911.0,Predicted,AllCCS
6106,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,449.375384222,[M+Na]+,224.7,32859911.0,Predicted,AllCCS
6108,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,447.360832222,[M+Na-2H]-,210.7,32859911.0,Predicted,AllCCS
6109,YMDB00727,HMDB01188,QYIMSPSDBYKPPY-RSKUXYSASA-N,"(S)-2,3-Epoxysqualene",C30H50O,471.384367222,[M+HCOO]-,213.7,32859911.0,Predicted,AllCCS
6112,YMDB00730,HMDB01085,VNYSSYRCGWBHLG-AMOLWHMGSA-N,Leukotriene B4,C20H32O4,337.237335512,[M+H]+,193.0,31661259.0,Predicted,DarkChem
6113,YMDB00730,HMDB01085,VNYSSYRCGWBHLG-AMOLWHMGSA-N,Leukotriene B4,C20H32O4,335.22278351200003,[M-H]-,187.4,31661259.0,Predicted,DarkChem
6114,YMDB00730,HMDB01085,VNYSSYRCGWBHLG-AMOLWHMGSA-N,Leukotriene B4,C20H32O4,337.237335512,[M+H]+,190.8,32859911.0,Predicted,AllCCS
6115,YMDB00730,HMDB01085,VNYSSYRCGWBHLG-AMOLWHMGSA-N,Leukotriene B4,C20H32O4,335.22278351200003,[M-H]-,187.9,32859911.0,Predicted,AllCCS
6116,YMDB00730,HMDB01085,VNYSSYRCGWBHLG-AMOLWHMGSA-N,Leukotriene B4,C20H32O4,337.237335512,[M+H]+,197.2,30932474.0,Predicted,DeepCCS
6117,YMDB00730,HMDB01085,VNYSSYRCGWBHLG-AMOLWHMGSA-N,Leukotriene B4,C20H32O4,335.22278351200003,[M-H]-,194.6,30932474.0,Predicted,DeepCCS
6118,YMDB00730,HMDB01085,VNYSSYRCGWBHLG-AMOLWHMGSA-N,Leukotriene B4,C20H32O4,167.61139175600002,[M-2H]-,229.1,30932474.0,Predicted,DeepCCS
